Mot;Occurrence;Mot_nettoye;Cluster
sheriff;26;sheriff;0
ranting;1;ranting;0
eddie;39;eddie;0
throw;4;throw;0
exchanged;1;exchanged;0
punches;1;punche;0
prodding;2;prodding;0
murders;1;murder;0
heartstrings;1;heartstring;0
plucked;1;plucked;0
bleed;1;bleed;0
normally;1;normally;0
gut;1;gut;0
persuading;1;persuading;0
testing;2;testing;0
juxtacortical;2;juxtacortical;0
chondroma;2;chondroma;0
growing;1;growing;0
density;1;density;0
suspecting;1;suspecting;0
description;23;description;0
hospitals;1;hospitals;0
pertinents;6;pertinent;0
direction;39;direction;0
inherited;1;inherited;0
large;30;large;0
freezer;2;freezer;0
insulating;1;insulating;0
liner;1;liner;0
freezers;1;freezer;0
scratching;1;scratching;0
detectives;1;detective;0
claimed;1;claimed;0
claw;2;claw;0
linings;1;linings;0
lock;2;lock;0
bail;5;bail;0
solved;1;solved;0
zen;4;zen;0
koan;2;koan;0
disappoint;1;disappoint;0
orphan;1;orphan;0
poetic;1;poetic;0
staying;2;staying;0
annoying;2;annoying;0
b;91;b;0
publish;1;publish;0
corrected;1;corrected;0
startled;1;startled;0
chatting;1;chatting;0
online;9;online;0
delivery;2;delivery;0
intimacy;1;intimacy;0
cultivated;1;cultivated;0
googling;1;googling;0
schedule;1;schedule;0
dinner;3;dinner;0
washed;1;washed;0
ashore;1;ashore;0
chesapeake;7;chesapeak;0
bay;7;bay;0
judging;1;judging;0
algae;2;alga;0
fish;2;fish;0
food;3;food;0
ate;1;at;0
tibiae;1;tibiae;0
james;65;jame;0
cugini;22;cugini;0
jimmy;37;jimmy;0
recital;1;recital;0
cement;3;cement;0
trite;1;trite;0
classics;1;classic;0
bullets;4;bullet;0
mafia;16;mafia;0
killing;2;killing;0
exit;1;exit;0
entrance;1;entrance;0
recover;3;recover;0
markings;4;marking;0
passed;4;passed;0
date;68;date;0
meal;1;meal;0
website;1;website;0
practical;1;practical;0
objectively;1;objectively;0
examining;1;examining;0
jamie;3;jamie;0
kenton;26;kenton;0
coffee;2;coffee;0
greatest;3;greatest;0
original;10;original;0
computer;2;computer;0
billion;1;billion;0
crowded;1;crowded;0
spell;1;spell;0
handling;1;handling;0
babysit;1;babysit;0
precedence;1;precedence;0
mutilation;18;mutilation;0
mortem;56;mortem;0
anthropo;1;anthropo;0
phagy;1;phagy;0
canine;19;canine;0
scavenging;1;scavenging;0
excrement;3;excrement;0
lucky;12;lucky;0
gouged;2;gouged;0
scrapings;1;scraping;0
cavities;2;cavitie;0
rougher;2;rougher;0
scarring;2;scarring;0
tool;1;tool;0
shed;9;shed;0
slashed;2;slashed;0
kevin;13;kevin;0
hollings;38;hollings;0
pointed;6;pointed;0
da;1;;0
prosecute;1;prosecut;0
killings;1;killing;0
elaborate;1;elaborate;0
useful;1;useful;0
starving;2;starving;0
yess;1;yess;0
reservation;2;reservation;0
disapprove;1;disapprove;0
overboard;1;overboard;0
adult;1;adult;0
sleep;2;sleep;0
trekked;1;trekked;0
tibet;4;tibet;0
avoiding;1;avoiding;0
dick431;2;;0
teens;1;teen;0
twenties;1;twentie;0
appetizing;1;appetizing;0
david;32;david;0
doors;1;doors;0
traffic;5;traffic;0
brutal;7;brutal;0
enlargements;1;enlargement;0
supraorbital;2;supraorbital;0
notch;1;notch;0
examined;1;examined;0
fecal;1;fecal;0
flotation;1;flotation;0
fibres;30;fibre;0
encode;1;encod;0
data;2;dater;0
strip;11;strip;0
digitally;1;digitally;0
encoded;1;encoded;0
authentication;1;authentication;0
sneak;1;sneak;0
pissed;4;pissed;0
quickly;1;quickly;0
sinus;13;sinus;0
probe;1;probe;0
cotton;1;cotton;0
swab;1;swab;0
dip;1;dip;0
dab;1;dab;0
sixtine;4;sixtine;0
chapel;1;chapel;0
finish;3;finish;0
logic;2;logic;0
shooter;1;shooter;0
forensics;3;forensic;0
ballistics;2;ballistic;0
spook;1;spook;0
server;1;server;0
romano;10;romano;0
feuding;1;feuding;0
cuginis;2;cugini;0
interrogation;3;interrogation;0
grab;1;grab;0
coat;1;coat;0
letting;1;letting;0
sight;5;sight;0
wanna;1;wanna;0
restaurant;37;restaurer;0
investment;1;investment;0
banker;1;banker;0
yours;3;your;0
resolution;1;resolution;0
luddite;2;luddite;0
stuck;1;stuck;0
fundraiser;1;fundraiser;0
brady;3;brady;0
campaign;1;campaign;0
violence;34;violence;0
witnesses;1;witnesse;0
margaret;23;margaret;0
jensen;3;jensen;0
valet;3;valet;0
garage;35;garage;0
reschedule;1;reschedul;0
email;7;e-mail;0
hamilton;2;hamilton;0
student;4;studer;0
dorm;1;dorm;0
haiti;1;haiti;0
clinic;2;clinic;0
fault;4;fault;0
positive;12;positif;0
interrogate;1;interrogat;0
knight;9;knight;0
shining;3;shining;0
armour;1;armour;0
slack;1;slack;0
romanos;12;romano;0
reopened;1;reopened;0
outer;2;outer;0
compact;5;compact;0
recreate;2;recreat;0
imprint;1;imprint;0
discharged;1;discharged;0
distinct;2;distinct;0
etched;2;etched;0
barrel;1;barrel;0
passes;4;passe;0
shitbag;1;shitbag;0
technique;41;technique;0
knock;1;knock;0
serrated;1;serrated;0
pocket;3;pocket;0
additional;1;additional;0
c5;6;;0
groove;1;groove;0
eye;2;eye;0
sockets;1;socket;0
hodges;4;hodge;0
dog;6;dog;0
poop;1;poop;0
valuable;5;valuabl;0
undercover;2;undercover;0
organization;2;organization;0
lombardi;2;lombardi;0
occasional;1;occasional;0
garroting;1;garroting;0
legit;1;legit;0
history;2;history;0
surfacing;1;surfacing;0
sources;9;source;0
recommend;1;recommend;0
brought;4;brought;0
killers;2;killer;0
follow;2;follow;0
bind;1;bind;0
torture;35;torture;0
rifle;2;rifl;0
colt;5;colt;0
fasciola;2;fasciola;0
hepatica;2;hepaticer;0
parasite;7;parasite;0
liver;3;liver;0
eggs;1;eggs;0
strays;1;strays;0
lured;1;lured;0
scraps;1;scraps;0
tie;2;tie;0
hat;1;hat;0
fright;1;fright;0
insensitive;1;insensitiv;0
nicks;1;nicks;0
guarantee;1;guarantee;0
locked;3;locked;0
keys;19;keys;0
tens;1;ten;0
thousands;1;thousand;0
key;10;key;0
duplicate;1;duplicate;0
burglary;1;burglary;0
corner;2;corner;0
rude;3;rude;0
arranged;2;arranged;0
items;1;item;0
court;30;court;0
confiscate;1;confiscate;0
burglaries;2;burglarie;0
tied;2;tied;0
understanding;1;understanding;0
statement;2;statement;0
charged;2;charged;0
charging;1;charging;0
frustrating;1;frustrating;0
researcher;1;researcher;0
whitley;2;whitley;0
plain;3;plain;0
concrete;5;concrete;0
walks;1;walk;0
descriptions;2;description;0
track;1;track;0
entry;2;entry;0
round;2;round;0
fishing;1;fishing;0
shaky;1;shaky;0
judges;1;judge;0
tangible;5;tangible;0
historical;3;historical;0
environment;1;environmer;0
enjoys;1;enjoys;0
untouchable;1;untouchabl;0
centered;3;centered;0
chair;99;chair;0
bulk;2;bulk;0
configuration;3;configuration;0
displaying;1;displaying;0
storage;1;storage;0
locker;1;locker;0
mayan;2;mayan;0
rulers;1;ruler;0
souvenirs;22;souvenir;0
tzompantli;2;tzompantli;0
power;8;power;0
loner;1;loner;0
value;4;valoir;0
containers;2;container;0
crenulations;4;crenulation;0
form;2;form;0
regular;1;regular;0
struggling;1;struggling;0
haemorrhage;1;haemorrhage;0
smaller;2;smaller;0
sink;1;sink;0
composed;1;composed;0
f;17;f;0
fly;4;fly;0
ash;2;ash;0
portland;2;portland;0
mixture;4;mixture;0
codes;8;code;0
corners;1;corner;0
cheaper;1;cheaper;0
tapford;2;tapford;0
owned;1;owned;0
carlo;3;carlo;0
worried;2;worried;0
hubris;1;hubri;0
smug;1;smug;0
sales;4;sale;0
invoices;1;invoice;0
scan;8;scan;0
remote;1;remote;0
possesions;1;possesion;0
grounds;1;ground;0
cross;4;cross;0
reference;2;reference;0
logs;1;log;0
grooves;4;groove;0
carved;1;carved;0
irregular;1;irregular;0
gouge;2;goug;0
souvenir;29;souvenir;0
confiscated;1;confiscated;0
reclaim;1;reclaim;0
locks;1;lock;0
image;80;image;0
ya;3;ya;0
squints;1;squint;0
slept;1;slept;0
couch;1;couch;0
buildings;4;building;0
stayed;1;stayed;0
tired;1;tired;0
vulnerable;1;vulnerabl;0
singers;1;singer;0
rock;25;rock;0
cat;2;cat;0
powell;1;powell;0
jazz;17;jazz;0
free;6;free;0
unpredictable;1;unpredictabl;0
infinite;1;infinite;0
maze;6;mazer;0
musical;4;musical;0
possibilities;1;possibilitie;0
nah;4;nah;0
foreigner;4;foreigner;0
blooded;2;blooded;0
pleasure;1;pleasure;0
lockdown;1;lockdown;0
ruin;1;ruin;0
juice;1;juice;0
fridge;2;fridge;0
glasses;1;glasse;0
cupboard;1;cupboard;0
explosion;122;explosion;0
thorough;1;thorough;0
burns;1;burn;0
lacerations;1;laceration;0
greenstick;1;greenstick;0
clavicle;1;clavicle;0
puddings;1;pudding;0
method;1;method;0
east;5;east;0
soles;1;sole;0
pipes;3;pipe;0
hoses;1;hose;0
sustained;2;sustained;0
shielding;1;shielding;0
ribcage;1;ribcage;0
crap;4;crap;0
pudding;8;pudding;0
stick;1;stick;0
consulted;1;consulted;0
survived;1;survived;0
bloodlust;1;bloodlust;0
achieved;1;achieved;0
successfully;1;successfully;0
neutralize;2;neutraliz;0
hospital;2;hospital;0
digital;2;digital;0
enhancement;1;enhancement;0
impressed;1;impressed;0
tricks;1;trick;0
single;2;single;0
brokeback;2;brokeback;0
gotta;3;gotta;0
replica;1;replica;0
amazing;1;amazing;0
composition;19;composition;0
explosives;3;explosive;0
sulphure;2;sulphure;0
fingerprint;1;fingerprint;0
manufactured;2;manufactured;0
returned;1;returned;0
claim;1;claim;0
dipped;1;dipped;0
bath;1;bath;0
luck;1;luck;0
till;1;till;0
safer;1;safer;0
compadre;2;compadre;0
appendix;1;appendix;0
sloppy;5;sloppy;0
wonderful;1;wonderful;0
feeling;2;feeling;0
devious;1;deviou;0
frame;3;frame;0
conspiratorial;1;conspiratorial;0
neat;1;neat;0
closing;1;closing;0
conspiracies;1;conspiracie;0
lee;7;lee;0
harvey;3;harvey;0
oswald;7;oswald;0
castro;2;castro;0
marilyn;6;marilyn;0
monroe;10;monroe;0
planted;1;planted;0
corrupt;1;corrupt;0
corporate;1;corporate;0
unfold;1;unfold;0
orchestrating;1;orchestrating;0
driving;3;driving;0
spotted;1;spotted;0
blvd;1;blvd;0
pointless;1;pointles;0
spin;1;spin;0
nurse;1;nurs;0
toy;1;toy;0
bobby;8;bobby;0
units;1;unit;0
jesus;3;jesu;0
protect;1;protect;0
generosity;1;generosity;0
equation;1;equation;0
gulf;1;gulf;0
actions;23;action;0
saved;4;saved;0
hitting;1;hitting;0
ended;3;ended;0
justify;1;justify;0
keeps;2;keeps;0
shell;1;shell;0
issues;3;issu;0
slug;1;slug;0
points;52;point;0
convenient;1;convenient;0
intense;10;intense;0
23rd;1;;0
crackheads;1;crackheads;0
detail;1;detail;0
oriented;1;oriented;0
slit;1;slit;0
cattle;1;cattle;0
unlock;1;unlock;0
soul;2;saoûl;0
ain;1;ain;0
thermal;1;thermal;0
crack;5;crack;0
squatters;1;squatteur;0
hears;1;hear;0
noise;1;nois;0
freak;1;freak;0
barely;1;barely;0
stand;6;stand;0
vest;1;vest;0
figures;2;figure;0
pair;3;pair;0
finally;2;finally;0
slip;1;slip;0
delightful;1;delightful;0
evening;1;evening;0
reintegrated;1;reintegrated;0
champagne;11;champagne;0
rescheduled;1;rescheduled;0
starts;2;starts;0
grapes;1;grape;0
wrath;1;wrath;0
tom;13;tom;0
wherever;3;wherever;0
hungry;1;hungry;0
beatin;1;beatin;0
underwater;1;underwater;0
aqueduct;1;aqueduct;0
activated;1;activated;0
geographically;1;geographically;0
somehwere;1;somehwere;0
wisconsin;2;wisconsin;0
massachusetts;3;massachusett;0
avenue;5;avenue;0
cathedral;1;cathedral;0
giant;2;giant;0
fastest;1;fastest;0
plenty;1;plenty;0
climbing;10;climbing;0
adequate;1;adequate;0
tolerance;1;tolerance;0
rope;1;rope;0
jerks;1;jerks;0
kinetic;1;kinetic;0
energy;2;energy;0
increases;1;increaser;0
workers;2;worker;0
utility;2;utility;0
tunnel;24;tunnel;0
accessing;1;accessing;0
steam;2;steam;0
borrow;1;borrow;0
discharge;1;discharge;0
rats;47;rat;0
meter;1;meter;0
velocity;1;velocity;0
shattered;2;shattered;0
tibias;11;tibia;0
fibulas;2;fibula;0
knees;1;knee;0
compressed;1;compressed;0
analyzes;1;analyze;0
shirt;10;shirt;0
pants;2;pant;0
pin;21;pin;0
knee;3;knee;0
skiing;1;skiing;0
matched;1;matched;0
marni;106;marni;0
documentary;12;documentary;0
filmmaker;5;filmmaker;0
fiance;1;fiance;0
mole;6;mole;0
patch;1;patch;0
electrical;1;electrical;0
grids;1;grid;0
tap;1;tap;0
cable;2;cabl;0
filed;1;filed;0
ratio;2;ratio;0
larvae;1;larvae;0
silphidae;1;silphida;0
necessarily;3;necessarily;0
inconsistent;1;inconsister;0
chips;4;chips;0
exposed;2;exposed;0
pipe;5;pipe;0
rebar;1;rebar;0
jutting;1;jutting;0
ventilation;10;ventilation;0
descent;1;descer;0
instinctual;1;instinctual;0
unconscious;2;unconsciou;0
garfield;4;garfield;0
fiancee;2;fiancee;0
dedicated;1;dedicated;0
immersed;1;immersed;0
invested;1;invested;0
rwanda;4;rwanda;0
balkans;2;balkans;0
engaged;1;engaged;0
tunnels;30;tunnel;0
fully;1;fully;0
functional;1;functional;0
shadow;11;shadow;0
camerawork;1;camerawork;0
raw;2;raw;0
style;24;style;0
appeared;1;appeared;0
camera;7;camer;0
immerse;1;immers;0
distorting;1;distorting;0
unexplained;1;unexplained;0
shattering;1;shattering;0
blonde;24;blonde;0
helen;27;helen;0
shelter;4;shelter;0
26th;1;;0
introduce;1;introduce;0
spend;3;spend;0
intrusion;6;intrusion;0
cameras;1;camera;0
disruptive;2;disruptif;0
privacy;1;privacy;0
naive;1;naiv;0
sell;4;sell;0
exploitive;4;exploitiv;0
agreed;3;agreed;0
harold;60;harold;0
overmeyer;10;overmeyer;0
mayor;1;mayor;0
clever;1;clever;0
mediating;1;mediating;0
status;2;status;0
respond;1;respond;0
impression;43;impression;0
required;2;required;0
bronson;2;bronson;0
interfering;1;interfering;0
cardboard;2;cardboard;0
underground;8;underground;0
grant;15;grer;0
advantage;1;advantage;0
video;1;video;0
belonged;2;belonged;0
scrap;1;scrap;0
metal;27;metal;0
scavenge;1;scavenge;0
bright;4;bright;0
distinguished;1;distinguished;0
record;3;record;0
10th;1;;0
forces;33;force;0
grenade;7;grenad;0
advising;1;advising;0
yellowtail;1;yellowtail;0
spicy;1;spicy;0
tuna;2;tuna;0
rolls;1;rolls;0
homeless;4;homeles;0
bloody;2;bloody;0
clothes;1;clothe;0
socially;1;socially;0
enforcer;3;enforcer;0
definition;1;definition;0
passive;1;passif;0
wish;3;wish;0
scared;3;scared;0
fringe;3;fringe;0
dwellers;3;dweller;0
fail;1;fail;0
seldom;1;seldom;0
analytical;1;analytical;0
academic;1;academic;0
quarters;1;quarter;0
tumors;1;tumors;0
grapefruits;1;grapefruit;0
rhetorical;1;rhetorical;0
random;1;random;0
abrasions;8;abrasion;0
midair;1;midair;0
evidenced;1;evidenced;0
radiating;1;radiating;0
temporal;19;temporal;0
appears;2;appears;0
mentioned;1;mentioned;0
wished;1;wished;0
roman;15;roman;0
numerals;1;numerals;0
cuirass;1;cuiras;0
doric;1;doric;0
columns;1;column;0
rome;10;rome;0
century;4;century;0
bc;1;bc;0
paperwork;1;paperwork;0
seal;5;seal;0
medallion;2;medallion;0
treasure;17;treasure;0
vault;11;vault;0
established;2;established;0
sigal;1;sigal;0
thesaur;2;thesaur;0
treasury;1;treasury;0
bank;5;bank;0
vaults;1;vault;0
treasures;1;treasure;0
series;1;serie;0
cave;13;cave;0
ins;1;in;0
mudslides;1;mudslide;0
1900s;1;;0
contain;1;contain;0
currency;2;currency;0
ingots;1;ingot;0
paintings;1;painting;0
engravings;2;engraving;0
draft;1;draft;0
lincoln;4;lincoln;0
inaugural;2;inaugural;0
extraordinary;1;extraordinary;0
monetary;1;monetary;0
priceless;1;priceles;0
heritage;1;heritage;0
perimeter;6;perimeter;0
hers;1;her;0
territory;2;territory;0
casualties;1;casualtie;0
enemy;1;enemy;0
exploiting;1;exploiting;0
wanting;1;wanting;0
mythical;3;mythical;0
madre;4;madre;0
exist;3;exist;0
blew;2;blew;0
conclusions;34;conclusion;0
industrial;1;industrial;0
blast;8;blast;0
drilling;1;drilling;0
19th;2;;0
dragged;2;dragged;0
cynical;2;cynical;0
glib;1;glib;0
penance;2;penance;0
murderers;3;murderer;0
guide;19;guide;0
lessons;3;lesson;0
ropes;1;rope;0
react;1;react;0
showing;2;showing;0
agree;1;agree;0
charlize;4;charlize;0
theron;4;theron;0
sarcastic;1;sarcastic;0
amaze;1;amaze;0
grandmother;1;grandmother;0
recreation;1;recreation;0
parietal;1;parietal;0
lobe;15;lob;0
lasers;6;laser;0
millimeters;2;millimeter;0
indentation;2;indentation;0
deepest;1;deepest;0
trailed;1;trailed;0
glancing;1;glancing;0
degrees;2;degree;0
bro;1;bro;0
kyle;53;kyle;0
montrose;2;montros;0
duke;15;duk;0
diallel;2;diallel;0
refund;1;refund;0
rappelling;1;rappelling;0
spelunking;1;spelunking;0
shook;1;shook;0
intimate;1;intimate;0
fiancé;31;fiancer;0
sneaky;1;sneaky;0
sleeping;3;sleeping;0
wedding;2;wedding;0
humiliating;1;humiliating;0
depressed;1;depressed;0
manhood;1;manhood;0
tougher;3;tougher;0
versus;1;vs;0
oldest;1;oldest;0
adventurous;1;adventurou;0
independent;1;independent;0
cheating;1;cheating;0
direct;13;direct;0
depend;1;depend;0
alternatives;9;alternative;0
demons;1;demon;0
programs;1;programs;0
mentally;2;mentally;0
sidle;1;sidle;0
lie;5;lier;0
farther;1;farther;0
rotted;1;rotted;0
buttons;1;button;0
pewter;2;pewter;0
brass;1;bras;0
eyelets;1;eyelet;0
boots;3;boot;0
buckle;1;buckle;0
union;13;union;0
engineers;1;engineer;0
pellets;1;pellet;0
pellet;1;pellet;0
diameter;1;diameter;0
muzzle;1;muzzle;0
pistol;1;pistol;0
lemat;2;lemat;0
stored;1;stored;0
accomplice;2;accomplice;0
hanging;1;hanging;0
valid;1;valid;0
looted;1;looted;0
surfaced;1;surfaced;0
plans;22;plan;0
present;1;present;0
bastards;1;bastards;0
cast;1;cast;0
suspicious;1;suspicious;0
clinically;1;clinically;0
insane;1;insane;0
ang;8;ang;0
impressions;2;impression;0
stern;1;stern;0
sections;4;section;0
enlarge;1;enlarge;0
implements;1;implement;0
footage;1;footage;0
labyrinth;2;labyrinth;0
fissures;11;fissure;0
coal;1;coal;0
cellars;1;cellar;0
sewer;2;sewer;0
storm;2;storm;0
drains;1;drain;0
basements;1;basement;0
shafts;2;shaft;0
easements;1;easement;0
crawlspaces;1;crawlspace;0
venture;1;venture;0
evils;1;evil;0
loot;1;loot;0
deserves;2;deserve;0
hunters;1;hunter;0
scrounge;1;scroung;0
enthusiasts;1;enthusiast;0
remarkably;1;remarkably;0
handsome;2;handsome;0
adventurers;1;adventurer;0
edged;1;edged;0
climbers;3;climber;0
axe;7;axe;0
exploring;1;exploring;0
wham;2;wham;0
emptying;1;emptying;0
bust;1;bust;0
provided;1;provided;0
raeburn;6;raeburn;0
studies;1;studie;0
hmph;1;hmph;0
eleanor;2;eleanor;0
urquhart;2;urquhart;0
blunder;1;blunder;0
entered;1;entered;0
newer;1;newer;0
schematics;1;schematic;0
oral;3;oral;0
passages;4;passage;0
corroborate;1;corroborate;0
rushing;1;rushing;0
accurate;2;accurate;0
yellow;1;yellow;0
represents;1;represent;0
renderings;1;rendering;0
memoirs;1;memoir;0
unfortunately;1;unfortunately;0
inductive;4;inductif;0
reductive;1;reductive;0
deductive;3;deductiv;0
containing;1;containing;0
fiber;1;fiber;0
optics;1;optic;0
transit;3;transit;0
gotcha;1;gotcha;0
connect;2;connect;0
sue;1;suer;0
15b;2;;0
hanks;2;hank;0
situations;12;situation;0
tac;15;tac;0
orient;10;orient;0
rendezvous;1;rendezvou;0
tactical;2;tactical;0
psychos;1;psycho;0
axes;3;axe;0
reconnoiter;1;reconnoiter;0
tic;3;tic;0
gushy;1;gushy;0
standby;1;standby;0
granted;1;granted;0
armed;1;armed;0
restraints;3;restraint;0
climb;1;climb;0
handcuffs;1;handcuff;0
cocked;1;cocked;0
explanation;2;explanation;0
incapacitated;1;incapacitated;0
handedly;1;handedly;0
regained;1;regained;0
glimpse;1;glimpse;0
document;4;document;0
steal;1;steal;0
threw;1;threw;0
bottomless;1;bottomless;0
pit;3;pit;0
crypt;2;crypt;0
candlestick;2;candlestick;0
joke;1;joke;0
wha;2;wha;0
released;1;released;0
upward;1;upward;0
vacations;1;vacation;0
desert;41;desert;0
lunching;1;lunching;0
dump;1;dump;0
sun;6;sun;0
melanoma;1;melanoma;0
kirk;116;kirk;0
vacation;3;vacation;0
boho;1;boho;0
rustic;1;rustic;0
cabin;1;cabin;0
overpaid;1;overpaid;0
pseudo;7;pseudo;0
celebrity;1;celebrity;0
photographer;4;photographer;0
pupal;1;pupal;0
maggots;1;maggot;0
blah;3;blah;0
betting;1;betting;0
crisco;2;crisco;0
butter;1;butter;0
sunscreen;1;sunscreen;0
porch;1;porch;0
navajo;8;navajo;0
respects;1;respect;0
mixed;1;mixed;0
freaking;1;freaking;0
attraction;8;attraction;0
snakes;2;snakes;0
scorpions;2;scorpion;0
buzzards;1;buzzard;0
worrying;1;worrying;0
flaky;1;flaky;0
sandals;2;sandal;0
universe;3;universe;0
dani;84;dani;0
nachos;2;nacho;0
beer;3;beer;0
doña;1;doña;0
ona;2;ona;0
canyon;2;canyon;0
otero;2;otero;0
bluffs;2;bluff;0
conduct;1;conduct;0
angie;24;angie;0
searchers;1;searcher;0
chopper;1;chopper;0
narrowed;1;narrowed;0
toward;1;toward;0
merville;2;mervill;0
prominent;1;prominent;0
brow;1;brow;0
muffin;2;muffin;0
critters;1;critter;0
basilar;1;basilar;0
putrascine;2;putrascine;0
stages;2;stage;0
unawares;2;unaware;0
detached;1;detached;0
perimortem;7;perimortem;0
tea;1;tea;0
weber;16;weber;0
runs;2;run;0
hug;2;hug;0
caring;1;caring;0
dulles;6;dulle;0
richmond;2;richmond;0
permission;28;permission;0
denver;5;denver;0
santa;8;santa;0
fe;5;fe;0
charm;2;charm;0
touring;1;touring;0
hottest;1;hottest;0
awake;1;awake;0
resentful;1;resentful;0
dressed;1;dressed;0
mercury;1;mercury;0
doughnuts;3;doughnut;0
discussed;1;discussed;0
stodgy;4;stodgy;0
traditionalist;1;traditionalist;0
rush;1;rush;0
badge;12;badge;0
survive;3;survivre;0
alex;98;ale;0
joseph;45;joseph;0
trailer;1;trailer;0
twitchy;1;twitchy;0
escaping;1;escaping;0
trailers;1;trailers;0
dawes;22;dawe;0
muffled;1;muffled;0
earpieces;1;earpiece;0
concentration;24;concentration;0
indian;4;indian;0
raised;1;raised;0
narcotics;1;narcotic;0
bootlegs;1;bootleg;0
nightmares;1;nightmare;0
persinger;8;persinger;0
charts;1;chart;0
lophophora;2;lophophora;0
williamsii;2;williamsii;0
derived;1;derived;0
mescaline;2;mescaline;0
peyote;13;peyote;0
hogged;1;hogged;0
dwelling;1;dwelling;0
coyote;11;coyote;0
malformed;1;malformed;0
formations;1;formation;0
naturalist;1;naturalist;0
execution;1;execution;0
albuquerque;4;albuquerqu;0
insular;1;insular;0
mongolians;1;mongolian;0
bedouins;1;bedouin;0
sahara;2;sahara;0
himba;2;himba;0
kalana;2;kalana;0
hosts;1;host;0
distrustful;1;distrustful;0
outsiders;2;outsider;0
mongolia;1;mongolia;0
talks;1;talks;0
friendlier;1;friendlier;0
led;8;led;0
ranks;1;rank;0
